"ExternalRiskEstimate","NetFractionRevolvingBurden","AverageMInFile","PercentTradesWBalance","PercentTradesNeverDelq","MSinceMostRecentInqexcl7days","RiskPerformance"
0.57,0.39,80,0.6,0.63,0,0
0.63,0.11,61,0.71,0.67,0,1
0.54,0.33,19,0.67,0.998947345083579,0,0
0.91,0.03,135,0.5,0.995229105318431,0,1
0.57,0.78,69,0.78,0.84,0,0
0.72,0.3,75,0.86,0.94,0,0
0.72,0.26,76,0.53,0.98,0,0
0.65,0.56,84,0.75,0.71,0,0
0.72,0.28,66,0.61,0.990799485486932,0,1
0.79,0.17,71,0.71,0.95,0,0
0.7,0.17,27,0.61,0.91,0,0
0.91,0.01,139,0.5,0.994851746174973,0,1
0.61,0.89,17,0.998192214926239,0.995864217071794,0,0
0.73,0.00274361314019188,148,0.75,0.88,0,0
0.71,0.07,79,0.6,0.67,0,0
0.74,0.13,110,0.38,0.94,0,1
0.6,0.44,74,0.5,0.75,0,0
0.63,0.44,48,0.5,0.88,0,0
0.63,0.57,80,0.88,0.76,0,0
0.9,0.01,103,0.33,0.997759341527708,0,1
0.76,0.03,95,0.38,0.92,0,0
0.7,0.54,68,0.8,0.82,0,0
0.66,0.32,44,0.8,0.998266836744733,0,1
0.67,0.47,128,0.67,0.5,0,0
0.67,0.88,55,0.998659727363847,0.99788081912091,0,0
0.59,0.999169880291447,62,0.67,0.67,0,0
0.88,0.12,256,0.6,0.990471798053477,0,1
0.8,0.03,71,0.32,0.991731981788762,0,1
0.76,0.48,31,0.67,0.991030661910772,0,0
0.78,0.27,92,0.7,0.83,0,1
0.6,0.00199368279892951,53,0.993968299604021,0.5,0,0
0.86,0.02,79,0.21,0.994404890865553,0,1
0.54,0.94,18,0.992675327013712,0.992810199204832,0,0
0.57,0.75,101,0.997113053849898,0.6,0,0
0.68,0.47,51,0.78,0.99877899212297,0,0
0.65,0.56,49,0.82,0.996783284258563,0,0
0.69,0.00277430080575868,34,0.75,0.89,0,1
0.81,0.17,75,0.5,0.993778242208064,0,1
0.54,0.6,125,0.73,0.97,0,0
0.54,0.992092412842903,63,0.992906637238339,0.55,0,0
0.61,0.71,80,0.63,0.82,0,0
0.89,0.04,116,0.5,0.998807940729894,0,1
0.66,0.11,84,0.5,0.56,0,1
0.59,0.54,100,0.62,0.78,0,0
0.64,0.67,73,0.995710537540726,0.56,0,0
0.59,0.74,54,0.7,0.79,0,0
0.7,0.43,68,0.79,0.8,0,1
0.72,0.0020366487535648,61,0.33,0.72,0,0
0.66,0.67,114,0.71,0.93,0,0
0.68,0.62,49,0.75,0.999001678905916,0,0
0.59,0.7,103,0.79,0.87,0,0
0.87,0.15,140,0.5,0.997220385142136,0,1
0.86,0.04,77,0.57,0.997890465685632,0,0
0.73,0.98,89,0.997362404135056,0.88,0,0
0.75,0.07,65,0.63,0.88,0,1
0.67,0.15,29,0.73,0.95,0,0
0.57,0.72,31,0.83,0.8,0,0
0.72,0.59,17,0.57,0.999233432530891,0,0
0.59,0.88,78,0.998823127385695,0.61,0,0
0.77,0.33,109,0.43,0.83,0,1
0.76,0.00310675096465275,21,0.67,0.990088891983032,0,1
0.66,0.66,64,0.75,0.93,0,0
0.78,0.46,74,0.75,0.994601319865324,0,0
0.85,0.07,90,0.42,0.996355595579371,0,1
0.55,0.97,47,0.99332550795516,0.5,0,1
0.63,0.68,51,0.999653460674453,0.82,0,1
0.69,0.00332106226123869,62,0.5,0.8,0,1
0.58,0.87,67,0.92,0.74,0,0
0.66,0.16,68,0.44,0.67,0,0
0.56,0.95,15,0.995809456724673,0.992241823878139,0,0
0.73,0.5,90,0.88,0.87,0,0
0.64,0.85,48,0.86,0.92,0,0
0.55,0.994178596963175,63,0.992259897724725,0.22,0,0
0.7,0.03,26,0.997857001423836,0.88,0,0
0.37,0.71,80,0.69,0.78,0,0
0.58,0.81,45,0.75,0.88,0,0
0.89,0.09,129,0.5,0.992757981133182,0,1
0.86,0.00831902384525165,79,0.25,0.995536107330117,0,1
0.56,0.48,24,0.67,0.95,0,1
0.84,0.14,103,0.5,0.992401923940051,0,1
0.7,0.91,41,0.998183292881586,0.992811664910987,0,0
0.73,0.74,111,0.78,0.992839560538996,0,1
0.72,0.17,9,0.992181823211722,0.999722376838326,0,0
0.59,0.00245980772189796,86,0.6,0.91,0,1
0.65,0.07,11,0.71,0.998414279387798,0,0
0.8,0.02,84,0.57,0.990353541104123,0,1
0.64,0.00753889745334163,66,0.86,0.7,0,0
0.68,0.98,93,0.88,0.9,0,0
0.69,0.45,104,0.61,0.94,0,1
0.63,0.96,64,0.990305229381192,0.991954976657871,0,0
0.78,0.05,77,0.31,0.97,0,1
0.7,0.44,92,0.75,0.99252970760921,0,0
0.86,0.06,82,0.5,0.992579267760739,0,1
0.59,0.42,117,0.69,0.99,0,1
0.64,0.69,16,0.88,0.996887985770591,0,1
0.61,0.24,34,0.75,0.83,0,0
0.84,0.06,121,0.5,0.996745868579019,0,1
0.85,0.04,81,0.29,0.995551990361419,0,1
0.8,0.28,49,0.5,0.993754973066971,0,1
0.57,0.46,37,0.83,0.45,0,0
0.8,0.65,186,0.5,0.990984657388181,0,0
0.78,0.00714137556729838,53,0.43,0.95,0,0
0.76,0.05,77,0.25,0.88,0,1
0.59,0.00077248738380149,9,0.995536458629649,0.998750056026038,0,0
0.57,0.53,29,0.75,0.78,0,0
0.82,0.5,73,0.992751749237068,0.992040900778957,0,1
0.6,0.83,116,0.75,0.55,0,0
0.83,0.26,88,0.75,0.995279535595328,0,1
0.79,0.08,170,0.6,0.63,0,1
0.6,0.28,75,0.78,0.56,0,0
0.72,0.36,70,0.67,0.992303550306242,0,0
0.67,0.994799090898596,75,0.996634536569472,0.93,0,0
0.71,0.51,108,0.44,0.96,0,1
0.67,0.21,65,0.58,0.79,0,0
0.66,0.0084691176796332,13,0.997520169354975,0.990749861521181,0,0
0.88,0.01,85,0.5,0.993106627890375,0,1
0.85,0.06,59,0.71,0.994951973946299,0,1
0.75,0.27,94,0.78,0.96,0,0
0.9,0.01,105,0.2,0.992199224319775,0,1
0.84,0.04,68,0.33,0.99697123832535,0,1
0.76,0.24,86,0.4,0.89,0,1
0.79,0.06,121,0.64,0.69,0,0
0.73,0.94,72,0.67,0.92,0,0
0.59,0.25,14,0.79,0.990623662571888,0,0
0.54,0.71,23,0.87,0.991041593691334,0,0
0.59,0.990489832812455,66,0.993937353452202,0.5,0,0
0.68,0.65,158,0.89,0.990300563354977,0,1
0.83,0.48,106,0.83,0.92,0,1
0.66,0.4,44,0.8,0.94,0,1
0.66,0.95,75,0.997550283353776,0.996754511557519,0,0
0.76,0.01,53,0.82,0.992839061017148,0,0
0.66,0.26,93,0.38,0.79,0,0
0.59,0.87,161,0.992775680967607,0.63,0,0
0.58,0.68,71,0.71,0.92,0,1
0.8,0.25,154,0.44,0.996013900563121,0,1
0.58,0.85,74,0.78,0.53,0,0
0.81,0.02,70,0.25,0.94,0,1
0.63,0.54,44,0.8,0.95,0,1
0.68,0.00820224806200713,48,0.991695707244798,0.75,0,0
0.74,0.7,101,0.75,0.91,0,0
0.88,0.00229449256788939,98,0.64,0.996985648197588,0,1
0.66,0.39,19,0.9,0.991323794748168,0,0
0.65,0.65,66,0.63,0.92,0,1
0.84,0.01,86,0.41,0.993999572605826,0,1
0.73,0.25,63,0.995999518414028,0.85,0,0
0.66,0.00242642594734207,108,0.8,0.7,0,1
0.79,0.01,36,0.5,0.95,0,1
0.89,0.03,137,0.5,0.9958388808975,0,1
0.72,0.66,67,0.999340663906187,0.91,0,0
0.76,0.31,69,0.83,0.86,0,1
0.55,0.56,58,0.89,0.5,0,1
0.64,0.57,77,0.71,0.82,0,0
0.64,0.19,59,0.31,0.94,0,0
0.61,0.35,91,0.82,0.89,0,1
0.78,0.71,173,0.5,0.92,0,1
0.74,0.47,35,0.88,0.990016441706102,0,1
0.66,0.00973015886032954,15,0.75,0.86,0,1
0.81,0.11,74,0.6,0.93,0,1
0.58,0.55,178,0.994629269901197,0.29,0,0
0.61,0.00979930386180058,70,0.75,0.42,0,0
0.9,0.04,103,0.29,0.993312733436469,0,1
0.87,0.07,93,0.5,0.995726124970242,0,1
0.69,0.73,57,0.990881512004416,0.67,0,0
0.59,0.996710776954424,64,0.995172604126856,0.9,0,0
0.71,0.51,127,0.57,0.64,0,1
0.71,0.00171965507324785,81,0.990627449033782,0.89,0,1
0.65,0.63,46,0.75,0.85,0,0
0.65,0.07,13,0.83,0.992424800978042,0,0
0.61,0.991623408270534,68,0.67,0.67,0,0
0.63,0.19,63,0.4,0.89,0,0
0.63,0.53,99,0.990538770682178,0.94,0,0
0.6,0.96,16,0.83,0.990759593104012,0,0
0.56,0.44,103,0.78,0.88,0,0
0.56,0.88,93,0.93,0.83,0,1
0.81,0.32,60,0.997382842968218,0.998532678652555,0,1
0.74,0.58,48,0.83,0.991936527357902,0,0
0.91,0.05,188,0.67,0.993193776712287,0,1
0.88,0.1,83,0.67,0.996798305576667,0,1
0.86,0.13,125,0.43,0.990304645826109,0,0
0.73,0.16,79,0.67,0.91,0,0
0.84,0.13,62,0.5,0.991987547099125,0,1
0.68,0.24,89,0.54,0.96,0,1
0.59,0.6,71,0.996569610431325,0.73,0,0
0.9,0.05,94,0.12,0.993891793452203,0,1
0.75,0.18,103,0.45,0.89,0,1
0.65,0.52,43,0.85,0.9,0,0
0.85,0.00957020009635016,132,0.5,0.995899578712415,1,0
0.62,0.71,67,0.83,0.86,0,0
0.59,0.996822203188203,102,0.992714642777573,0.33,13,1
0.86,0.01,75,0.11,0.996590554702561,1,1
0.63,0.83,111,0.91,0.97,19,0
0.85,0.05,83,0.25,0.996252188307699,1,1
0.79,0.25,112,0.64,0.996012723692693,16,1
0.61,0.9,61,0.99438571698498,0.75,3,0
0.56,0.93,101,0.990754146482795,0.6,0,1
0.63,0.6,90,0.82,0.95,0,1
0.75,0.33,84,0.75,0.994184297032189,7,1
0.82,0.01,90,0.45,0.96,3,0
0.54,0.72,99,0.64,0.84,0,0
0.73,0.00993092744844034,66,0.8,0.92,10,1
0.69,0.16,88,0.38,0.84,2,0
0.82,0.06,68,0.38,0.993542240879033,23,1
0.83,0.35,161,0.86,0.997155813833233,23,1
0.71,0.46,25,0.993825730651151,0.996623006898444,9,0
0.62,0.38,124,0.86,0.64,20,0
0.65,0.3,133,0.998019721973687,0.88,0,0
0.73,0.1,62,0.69,0.96,2,1
0.8,0.05,67,0.54,0.97,0,1
0.68,0.85,94,0.9,0.96,2,1
0.64,0.23,107,0.67,0.94,5,0
0.66,0.61,83,0.67,0.78,2,0
0.59,0.52,23,0.75,0.993188074140344,1,1
0.87,0.13,127,0.8,0.996840963610448,23,1
0.78,0.03,80,0.57,0.992073314981535,4,1
0.63,0.8,81,0.996146520485636,0.7,7,0
0.73,0.68,44,0.998049465378281,0.994348226501606,14,0
0.89,0.01,139,0.4,0.999190117428079,1,1
0.65,0.71,67,0.71,0.6,7,1
0.7,0.06,163,0.36,0.74,2,0
0.65,0.58,72,0.6,0.79,20,1
0.67,0.77,53,0.89,0.91,1,0
0.84,0.1,109,0.37,0.999785936665721,0,1
0.61,0.36,29,0.54,0.994251774346922,3,0
0.85,0.03,92,0.64,0.993914638177957,3,1
0.7,0.36,43,0.75,0.994186442024074,2,1
0.79,0.08,82,0.69,0.992655566963367,5,1
0.77,0.49,137,0.5,0.994843073252123,0,0
0.7,0.46,145,0.99132932063425,0.8,16,1
0.64,0.74,60,0.91,0.91,2,1
0.91,0.01,164,0.3,0.993537901765667,2,1
0.73,0.03,94,0.57,0.991954632019624,1,1
0.77,0.00215334544191137,55,0.71,0.93,1,1
0.8,0.03,105,0.27,0.85,9,0
0.66,0.69,151,0.71,0.998287467004266,3,0
0.57,0.44,63,0.86,0.8,3,0
0.55,0.38,56,0.67,0.4,0,0
0.85,0.0056249433173798,120,0.88,0.998999250826892,0,1
0.76,0.22,75,0.47,0.992851891063619,9,1
0.58,0.00253785735927522,62,0.33,0.8,1,0
0.79,0.15,92,0.75,0.992584559975658,23,1
0.87,0.28,109,0.67,0.997484478836413,0,1
0.74,0.37,75,0.69,0.998603242908139,2,1
0.69,0.87,117,0.85,0.992911534598097,3,0
0.74,0.00258638661820441,44,0.53,0.92,2,1
0.84,0.04,65,0.56,0.993254101020284,16,1
0.71,0.13,123,0.81,0.72,0,1
0.62,0.14,42,0.63,0.83,1,0
0.62,0.14,42,0.63,0.83,1,0
0.71,0.23,55,0.995888635215815,0.89,7,0
0.85,0.21,139,0.5,0.995963326273486,1,1
0.87,0.05,65,0.5,0.995774859376252,24,1
0.81,0.08,114,0.17,0.87,0,1
0.78,0.1,70,0.38,0.94,1,1
0.81,0.16,93,0.47,0.89,1,1
0.75,0.13,88,0.6,0.83,11,1
0.6,0.35,53,0.55,0.75,4,0
0.7,0.74,37,0.99319380203262,0.996165005855728,16,0
0.8,0.1,52,0.14,0.993760628080927,1,0
0.83,0.58,87,0.83,0.990945766314398,21,1
0.72,0.26,89,0.56,0.91,2,0
0.83,0.07,65,0.71,0.99150574948173,1,1
0.74,0.27,121,0.8,0.67,0,1
0.93,0.01,99,0.17,0.990738717925269,23,1
0.62,0.00385486568789929,33,0.992117066544015,0.00284804430324584,0,0
0.56,0.77,82,0.86,0.83,1,1
0.58,0.54,81,0.67,0.88,4,0
0.78,0.24,113,0.62,0.994322216494475,1,1
0.74,0.93,85,0.993062442587689,0.999129847239237,4,1
0.56,0.33,59,0.51,0.93,0,0
0.85,0.01,57,0.5,0.994562077689916,3,0
0.86,0.00330891493940726,112,0.33,0.95,24,0
0.91,0.01,123,0.63,0.990726793226786,0,1
0.91,0.11,140,0.6,0.996875340121333,0,1
0.62,0.63,100,0.73,0.75,0,0
0.74,0.22,90,0.64,0.994772438262589,0,1
0.81,0.11,64,0.67,0.93,5,1
0.87,0.00568049412686378,72,0.4,0.994071525058243,16,1
0.77,0.07,64,0.75,0.92,3,0
0.77,0.00133479184936732,76,0.33,0.991280717074405,1,0
0.8,0.18,65,0.83,0.998951675195713,2,1
0.68,0.84,76,0.7,0.98,5,1
0.84,0.26,121,0.56,0.99992469701916,0,1
0.85,0.02,151,0.29,0.94,0,1
0.65,0.91,65,0.75,0.88,0,1
0.69,0.27,54,0.57,0.88,0,0
0.71,0.37,55,0.63,0.88,2,1
0.74,0.08,84,0.64,0.96,15,1
0.84,0.36,74,0.3,0.999232639707625,0,1
0.8,0.19,77,0.4,0.999547875085846,9,1
0.79,0.71,86,0.993947041374631,0.998957305841614,0,1
0.59,0.94,92,0.8,0.69,12,0
0.63,0.97,113,0.86,0.9,6,0
0.69,0.0088275601901114,95,0.36,0.93,16,1
0.63,0.54,81,0.82,0.91,5,0
0.68,0.78,60,0.993159578947816,0.991249655615538,5,1
0.7,0.22,81,0.55,0.98,8,1
0.63,0.00851847765501589,43,0.6,0.9,1,1
0.62,0.04,68,0.32,0.79,2,1
0.86,0.01,85,0.38,0.94,0,1
0.57,0.67,109,0.76,0.97,0,0
0.83,0.13,64,0.4,0.993691512325313,0,1
0.73,0.37,83,0.75,0.997485322181601,7,1
0.74,0.06,111,0.43,0.53,0,0
0.65,0.35,25,0.8,0.998983646461274,0,0
0.59,0.69,62,0.85,0.8,20,0
0.75,0.96,111,0.999098329462577,0.991896407152526,13,1
0.7,0.55,77,0.58,0.92,0,1
0.61,0.39,41,0.71,0.991505406310316,1,0
0.56,0.59,53,0.75,0.94,0,0
0.91,0.01,207,0.8,0.993445826403331,0,1
0.66,0.45,4,0.67,0.993960193004459,2,0
0.77,0.03,59,0.33,0.990980605946388,0,1
0.85,0.03,104,0.5,0.991907494696789,0,1
0.88,0.09,122,0.2,0.995995022866409,0,1
0.72,0.82,72,0.71,0.88,0,1
0.7,0.86,112,0.92,0.998542703301646,0,0
0.77,0.33,56,0.33,0.96,0,0
0.85,0.03,80,0.2,0.98,0,1
0.88,0.00863663725787774,115,0.6,0.995005047316663,0,1
0.68,0.39,62,0.5,0.93,0,0
0.82,0.06,107,0.6,0.993523097056895,0,1
0.71,0.23,113,0.59,0.990045058422256,0,1
0.76,0.02,58,0.75,0.69,0,0
0.68,0.27,131,0.5,0.5,0,0
0.78,0.17,115,0.64,0.991464392154012,0,1
0.85,0.25,89,0.5,0.992228730868082,0,1
0.74,0.31,87,0.73,0.998950511848088,0,1
0.64,0.53,55,0.5,0.75,0,0
0.7,0.7,93,0.8,0.94,0,0
0.79,0.09,78,0.46,0.995371094536968,0,1
0.83,0.01,110,0.36,0.86,0,1
0.8,0.05,123,0.67,0.994161067996174,0,1
0.88,0.04,72,0.4,0.991011800260749,0,1
0.77,0.00278887768974528,31,0.00460505363531411,0.994255685899407,0,1
0.83,0.00773102658800781,105,0.999922319878824,0.995213996935636,0,1
0.79,0.00218495054636151,91,0.33,0.86,6,1
0.78,0.37,37,0.75,0.991029053451493,0,1
0.55,0.22,51,0.67,0.76,3,1
0.59,0.52,223,0.8,0.63,0,1
0.68,0.49,88,0.86,0.82,1,1
0.72,0.3,95,0.91,0.87,0,1
0.76,0.14,60,0.58,0.995253630082589,0,1
0.62,0.57,87,0.76,0.9,1,1
0.88,0.09,159,0.57,0.991166411342565,0,1
0.76,0.2,112,0.57,0.998885275539942,2,1
0.69,0.45,89,0.65,0.994535446406808,9,0
0.72,0.22,76,0.46,0.96,0,1
0.61,0.73,64,0.57,0.89,4,0
0.81,0.41,245,0.88,0.994795631612651,0,1
0.62,0.12,68,0.75,0.78,19,0
0.79,0.34,102,0.42,0.99297230899334,7,1
0.74,0.000480455590877682,79,0.75,0.63,8,0
0.68,0.02,76,0.4,0.63,1,1
0.85,0.05,119,0.71,0.86,0,1
0.68,0.55,135,0.71,0.96,5,0
0.62,0.56,87,0.78,0.93,7,0
0.83,0.02,102,0.42,0.97,2,1
0.9,0.06,103,0.6,0.99444121518638,0,1
0.8,0.21,155,0.42,0.999352110633627,0,1
0.81,0.14,49,0.995117241223343,0.993458220241591,0,1
0.59,0.39,66,0.56,0.69,4,0
0.62,0.59,154,0.67,0.6,0,0
0.77,0.1,61,0.42,0.994050948945805,0,0
0.66,0.38,174,0.86,0.8,1,0
0.8,0.07,96,0.58,0.98,2,1
0.74,0.37,93,0.53,0.99140390366083,8,1
0.76,0.00291722178226337,46,0.994049954062793,0.99303856987739,23,1
0.78,0.01,94,0.38,0.9917601132649,2,1
0.65,0.7,97,0.67,0.994218181234319,0,0
0.66,0.14,64,0.38,0.83,2,1
0.89,0.00159404771635309,170,0.33,0.9911853292468,0,1
0.71,0.81,99,0.64,0.92,7,1
0.86,0.00104417818365619,106,0.67,0.998736464381218,0,0
0.85,0.21,120,0.75,0.994942564575467,0,1
0.85,0.00309860445559025,82,0.13,0.995647484981455,0,1
0.65,0.57,26,0.92,0.995860612515826,1,1
0.77,0.13,102,0.36,0.92,0,1
0.67,0.74,61,0.998105991075281,0.96,1,1
0.65,0.84,15,0.89,0.995660729235969,1,0
0.84,0.08,95,0.43,0.991641975650564,1,1
0.67,0.44,9,0.75,0.990018802140839,0,0
0.8,0.06,57,0.43,0.997654824862257,8,1
0.61,0.82,44,0.73,0.998256459615659,0,0
0.56,0.997815884540323,65,0.993759444237221,0.57,0,0
0.76,0.48,63,0.69,0.88,19,0
0.84,0.37,100,0.5,0.996252478989773,0,1
0.73,0.26,113,0.71,0.98,10,1
0.83,0.24,108,0.8,0.993531769672409,9,1
0.8,0.01,70,0.55,0.992263148869388,2,1
0.83,0.21,82,0.58,0.993919881591573,20,1
0.69,0.71,84,0.8,0.993662309513893,1,1
0.74,0.13,49,0.64,0.96,5,1
0.86,0.07,150,0.42,0.94,6,0
0.77,0.34,76,0.45,0.991676841313019,3,1
0.89,0.09,87,0.6,0.999469668914098,0,1
0.88,0.09,109,0.5,0.991813374448102,1,1
0.89,0.05,194,0.43,0.990577551783063,9,1
0.73,0.48,77,0.990595083730295,0.992645112376194,10,1
0.57,0.48,55,0.81,0.86,7,0
0.84,0.18,85,0.997891679366585,0.990901325633749,7,1
0.7,0.06,29,0.4,0.9990591139975,2,0
0.83,0.13,83,0.22,0.997471873096656,5,1
0.65,0.48,32,0.4,0.999662832873873,6,1
0.66,0.54,102,0.7,0.79,4,0
0.79,0.0098352679470554,81,0.57,0.991801820795517,4,1
0.88,0.04,127,0.27,0.996427700009663,0,1
0.82,0.04,91,0.14,0.97,11,1
0.83,0.27,98,0.25,0.991440979847685,6,1
0.72,0.18,128,0.75,0.95,1,1
0.86,0.06,114,0.57,0.999000564152375,6,1
0.7,0.6,207,0.993921041465364,0.995277006672695,7,1
0.68,0.22,52,0.71,0.85,2,1
0.91,0.06,117,0.67,0.997855346261058,0,1
0.77,0.3,99,0.73,0.991587899995502,0,1
0.64,0.76,89,0.71,0.87,0,1
0.77,0.32,72,0.64,0.96,2,1
0.86,0.08,74,0.44,0.99577990664402,0,1
0.82,0.38,115,0.75,0.996857723998837,19,1
0.84,0.00905102590331808,84,0.63,0.99057759670075,2,1
0.66,0.0041681655542925,13,0.998016333971173,0.990467130015604,3,0
0.86,0.06,140,0.24,0.96,0,1
0.68,0.81,96,0.95,0.993673712396994,1,0
0.88,0.06,94,0.38,0.991361351569649,0,1
0.57,0.7,121,0.94,0.87,10,1
0.66,0.17,119,0.75,0.57,7,0
0.88,0.14,123,0.36,0.991537089354824,15,1
0.9,0.01,92,0.67,0.995135533320717,0,1
0.8,0.3,88,0.33,0.993559770241845,12,1
0.75,0.17,46,0.45,0.998289790311828,9,1
0.59,0.74,80,0.89,0.91,3,0
0.76,0.28,65,0.67,0.990535158612765,1,1
0.78,0.41,70,0.63,0.998404743657447,0,1
0.8,0.11,129,0.75,0.93,1,1
0.66,0.2,91,0.27,0.89,1,1
0.86,0.12,67,0.5,0.994206221352797,4,1
0.84,0.08,141,0.33,0.993247670028359,1,1
0.64,0.37,129,0.7,0.69,4,1
0.83,0.07,105,0.83,0.91,6,1
0.73,0.13,115,0.995021839735564,0.5,1,0
0.63,0.13,15,0.5,0.82,5,0
0.87,0.00443149005528539,124,0.33,0.995148401719052,0,1
0.72,0.00227681204909459,22,0.996751142051071,0.993433087193407,10,0
0.91,0.08,200,0.4,0.991133283637464,0,1
0.68,0.63,114,0.78,0.99955938731553,2,0
0.65,0.18,77,0.78,0.92,0,0
0.83,0.0030844983109273,97,0.67,0.994299631000031,1,1
0.43,0.93,80,0.996375894492958,0.61,2,0
0.76,0.54,81,0.83,0.997410666688811,0,1
0.85,0.08,99,0.6,0.99132578491699,6,1
0.71,0.34,42,0.83,0.92,2,1
0.83,0.07,76,0.29,0.99756032621488,4,1
0.82,0.00412147092632949,98,0.6,0.9,3,1
0.6,0.53,71,0.89,0.7,18,1
0.7,0.31,82,0.56,0.994734415109269,0,1
0.87,0.08,155,0.71,0.995653703573625,0,1
0.72,0.26,146,0.38,0.97,3,1
0.6,0.55,157,0.99277198666241,0.48,2,1
0.76,0.0083100846526213,93,0.00501806955318898,0.91,0,1
0.77,0.09,109,0.29,0.94,4,1
0.88,0.000785862326156348,123,0.4,0.996455459820572,0,1
0.77,0.04,79,0.6,0.77,0,1
0.88,0.05,110,0.63,0.998805712079629,0,1
0.84,0.07,63,0.2,0.997485815647524,0,0
0.69,0.33,98,0.73,0.97,2,1
0.85,0.04,87,0.5,0.91,1,0
0.71,0.3,102,0.77,0.96,0,1
0.89,0.00840755833312869,82,0.25,0.997853695675731,0,1
0.73,0.07,143,0.67,0.77,0,0
0.91,0.05,194,0.86,0.994807149400003,0,1
0.73,0.46,23,0.63,0.998725957821589,9,1
0.73,0.27,165,0.75,0.86,0,1
0.9,0.08,99,0.71,0.99910222106846,11,1
0.92,0.01,150,0.33,0.990335271088406,0,1
0.68,0.21,127,0.88,0.91,4,1
0.72,0.14,67,0.73,0.96,0,1
0.59,0.72,70,0.86,0.63,1,0
0.6,0.75,50,0.95,0.995305684644263,10,1
0.89,0.00270773159340024,83,0.13,0.993430710844696,0,1
0.76,0.35,94,0.47,0.999195535141043,8,1
0.81,0.02,68,0.06,0.96,0,1
0.89,0.06,81,0.8,0.994656684938818,1,1
0.77,0.09,91,0.44,0.94,12,1
0.68,0.27,117,0.83,0.89,0,0
0.73,0.01,90,0.5,0.99974754791474,5,0
0.75,0.00110196675173938,68,0.79,0.996303600277752,2,1
0.86,0.000875534294173121,135,0.25,0.994948145153467,0,1
0.86,0.12,93,0.67,0.998489019349217,0,1
0.86,0.0035578369605355,87,0.13,0.96,0,1
0.9,0.00851777557749301,107,0.5,0.996463614343666,13,1
0.77,0.36,86,0.16,0.990701685838867,4,1
0.82,0.12,82,0.44,0.995522291820962,3,1
0.67,0.5,61,0.88,0.97,1,1
0.68,0.6,73,0.6,0.95,2,0
0.79,0.11,121,0.5,0.93,0,1
0.74,0.71,175,0.996942173740826,0.91,0,1
0.74,0.36,26,0.6,0.999799254059326,0,0
0.66,0.01,132,0.73,0.92,17,1
0.91,0.03,127,0.71,0.992714295818005,0,1
0.62,0.39,78,0.5,0.998414879844058,0,0
0.77,0.06,105,0.83,0.8,1,1
0.68,0.88,25,0.994024316454306,0.998932679151185,1,0
0.83,0.2,98,0.29,0.996553288192954,4,1
0.7,0.46,49,0.56,0.992338794057723,1,1
0.81,0.03,56,0.5,0.92,7,1
0.61,0.26,77,0.71,0.86,5,1
0.72,0.57,75,0.91,0.95,7,0
0.68,0.43,89,0.67,0.97,3,1
0.78,0.52,81,0.86,0.995997130481992,3,0
0.67,0.67,95,0.6,0.94,15,0
0.88,0.00773337667575106,92,0.25,0.996395972899627,0,1
0.8,0.18,96,0.53,0.99716501101153,0,1
0.69,0.39,38,0.63,0.998757206408773,0,0
0.84,0.09,52,0.69,0.99593207265716,0,0
0.69,0.52,52,0.99450648720609,0.92,0,0
0.68,0.1,74,0.75,0.73,0,0
0.86,0.02,71,0.29,0.995506824427284,0,1
0.65,0.8,51,0.992947341362014,0.994544682982378,0,0
0.65,0.0098603196721524,49,0.998954668662045,0.67,0,0
0.56,0.85,93,0.96,0.94,0,0
0.77,0.48,172,0.92,0.996624711928889,0,1
0.55,0.37,45,0.57,0.87,0,0
0.65,0.25,69,0.5,0.93,0,0
0.77,0.21,56,0.75,0.99898272971157,0,1
0.64,0.46,50,0.83,0.97,0,1
0.67,0.36,101,0.59,0.95,0,0
0.74,0.00276293412549421,105,0.8,0.8,0,1
0.75,0.11,59,0.44,0.995250846853014,0,0
0.68,0.75,69,0.8,0.9,0,0
0.61,0.00145919152069837,69,0.995353642315604,0.8,0,0
0.86,0.0099973004264757,39,0.22,0.993483765905257,0,0
0.86,0.02,148,0.67,0.96,0,1
0.79,0.13,83,0.86,0.997790323141962,0,1
0.82,0.09,57,0.2,0.95,0,1
0.58,0.02,48,0.8,0.73,0,0
0.57,0.61,56,0.86,0.64,0,0
0.73,0.87,75,0.57,0.994280414327513,0,0
0.76,0.75,87,0.67,0.996735915991012,0,1
0.6,0.51,136,0.992845896999352,0.65,0,0
0.69,0.85,79,0.99545671693515,0.996560849819798,0,0
0.8,0.49,117,0.67,0.991612493332941,0,0
0.7,0.995174859347753,89,0.998405715939589,0.99403010827722,0,1
0.6,0.64,51,0.79,0.996514521515928,0,0
0.75,0.03,74,0.67,0.92,0,0
0.88,0.27,103,0.25,0.992884812897537,0,1
0.6,0.02,82,0.75,0.59,0,0
0.6,0.54,69,0.996781440498307,0.81,0,1
0.64,0.68,39,0.86,0.75,0,0
0.71,0.53,34,0.67,0.89,0,0
0.73,0.06,84,0.31,0.87,0,1
0.79,0.57,86,0.992132529658265,0.991337355303112,0,1
0.61,0.33,103,0.76,0.79,0,1
0.76,0.44,57,0.6,0.993435551892035,0,0
0.64,0.6,63,0.78,0.85,0,0
0.59,0.9,23,0.994942697887309,0.99681496888632,0,0
0.8,0.07,74,0.83,0.992722090033349,0,0
